date,open,high,low,close,adj close,volume
2019-07-03,297.179993,298.820007,297.019989,298.799988,292.951935,40898900
2019-07-05,297.440002,298.640015,296.010010,298.459991,292.618591,51677300
2019-07-08,297.010010,298.260010,296.220001,296.820007,291.010712,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,291.373474,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,292.765656,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,293.451996,50826100
2019-07-12,299.850006,300.730011,299.510010,300.649994,294.765747,40326000
2019-07-15,301.130005,301.130005,300.190002,300.750000,294.863800,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,293.912781,36650100
2019-07-17,299.750000,299.929993,297.739990,297.739990,291.912720,36036300
2019-07-18,297.190002,299.250000,296.700012,298.829987,292.981354,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,291.353912,58678600
2019-07-22,297.609985,298.500000,297.040009,297.899994,292.069580,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,294.157898,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,295.540283,47213200
2019-07-25,300.940002,301.000000,299.109985,300.000000,294.128479,55394100
2019-07-26,300.760010,302.230011,300.619995,302.010010,296.099121,45084100
2019-07-29,301.880005,302.010010,300.850006,301.459991,295.559875,38126500
2019-07-30,299.910004,301.170013,299.489990,300.720001,294.834351,45849000
2019-07-31,300.989990,301.200012,295.200012,297.429993,291.608765,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,289.069489,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,286.892883,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,278.265137,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,282.167236,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,282.333954,140572300
2019-08-08,289.619995,293.619995,289.010010,293.619995,287.873322,87713900
2019-08-09,292.579987,293.239990,289.649994,291.619995,285.912476,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,282.432007,62629500
2019-08-13,287.739990,294.149994,287.359985,292.549988,286.824280,94299800
2019-08-14,288.070007,288.739990,283.760010,283.899994,278.343597,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,279.078888,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,283.196716,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,286.608582,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,284.412445,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,286.726257,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,286.637970,51666400
2019-08-23,290.920013,292.760010,283.470001,284.850006,279.275024,149161500
2019-08-26,287.269989,288.000000,285.579987,288.000000,282.363342,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,281.255432,66668900
2019-08-28,286.140015,289.070007,285.250000,288.890015,283.235931,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,286.853699,57899400
2019-08-30,294.220001,294.239990,291.420013,292.450012,286.726257,62901200
2019-09-03,290.570007,291.579987,289.269989,290.739990,285.049683,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,288.285126,46887300
2019-09-05,296.790009,298.829987,294.000000,297.820007,291.991150,83258100
2019-09-06,298.170013,298.760010,297.420013,298.049988,292.216644,49584300
2019-09-09,299.140015,299.239990,297.160004,298.200012,292.363708,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,292.295074,57947100
2019-09-11,298.470001,300.339996,297.750000,300.250000,294.373596,68821100
2019-09-12,301.250000,302.459991,300.410004,301.290009,295.393219,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,295.197144,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,294.285339,58191200
2019-09-17,299.940002,301.019989,299.750000,300.920013,295.030457,41475500
2019-09-18,300.489990,301.220001,298.239990,301.100006,295.206940,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,295.187317,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,293.792633,89565000
2019-09-23,297.549988,299.000000,297.269989,298.209991,293.723663,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,291.418884,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,293.142548,71854000
2019-09-26,297.630005,297.859985,295.450012,297.000000,292.531891,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,290.955963,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,292.305328,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,288.828430,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,283.726379,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,286.050903,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,289.921753,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,288.670868,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,284.189331,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,286.888092,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,288.828430,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,291.822723,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,291.497681,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,294.383606,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,293.910828,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,294.777588,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,293.487305,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,295.476868,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,294.511658,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,295.368561,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,295.851196,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,297.062683,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,298.737091,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,298.648468,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,299.564484,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,298.766663,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,301.534393,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,302.745880,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,302.410980,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,302.479919,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,303.543671,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,304.292267,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,303.711151,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,304.351349,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,304.449860,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,304.893066,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,307.099396,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,307.325897,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,307.237274,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,306.094727,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,305.602234,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,306.281891,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,308.655609,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,309.354919,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,310.733856,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,309.581451,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,306.951691,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,304.893066,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,306.774323,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,307.325897,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,310.133057,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,309.157959,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,308.813232,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,309.689850,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,312.359070,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,312.546204,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,314.693390,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,314.762360,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,314.782043,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,316.072327,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,317.458038,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,317.943054,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,317.952972,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,319.645508,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,319.566284,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,317.804443,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,318.576508,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,321.555786,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,319.120911,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,320.338379,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,319.437653,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,321.140106,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,323.317627,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,322.387207,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,324.604401,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,324.109497,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,324.841919,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,327.544098,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,328.563599,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,327.920227,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,327.959808,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,328.335938,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,325.416016,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,320.199799,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,323.555206,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,323.287933,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,324.337128,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,318.447845,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,320.813446,69242300
2020-02-04,328.070007,330.010010,327.720001,329.059998,325.703064,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,329.464294,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,330.572876,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,328.811035,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,331.265717,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,331.839813,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,333.977783,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,333.621429,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,334.155945,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,333.294800,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,334.888397,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,333.512573,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,330.077972,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,319.130829,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,309.460449,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,308.322205,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,294.474915,282744800
2020-02-28,288.700012,297.890015,285.540009,296.260010,293.237701,385764000
2020-03-02,298.209991,309.160004,294.459991,309.089996,305.936768,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,297.177063,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,309.668304,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,299.374420,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,294.425415,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,271.432434,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,285.477692,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,271.561066,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,245.578888,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,266.572510,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,237.403152,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,250.221039,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,237.551620,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,238.056396,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,227.797562,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,221.973190,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,242.084686,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,245.708725,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,260.055603,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,252.309692,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,260.503632,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,256.620728,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,245.071533,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,250.726654,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,247.102615,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,263.699554,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,263.968384,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,272.829376,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,276.981140,190282700
2020-04-13,277.140015,277.510010,271.410004,275.660004,274.452240,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,282.546631,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,276.543060,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,277.877197,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,285.384155,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,280.356262,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,271.843750,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,277.877197,93524600
2020-04-23,280.489990,283.940002,278.750000,279.079987,277.857239,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,281.730225,85166000
2020-04-27,285.119995,288.269989,284.619995,287.049988,285.792328,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,284.478149,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,291.925354,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,289.207336,121841200
2020-05-01,285.309998,290.660004,281.519989,282.790009,281.551025,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,282.327606,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,284.936127,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,283.004608,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,286.419586,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,291.158722,76622100
2020-05-11,290.339996,294.000000,289.880005,292.500000,291.218475,79030200
2020-05-12,293.790009,294.239990,286.519989,286.670013,285.414032,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,280.366241,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,283.721466,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,285.025726,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,293.707520,120320200
2020-05-19,294.350006,296.209991,291.950012,291.970001,290.690796,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,295.629059,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,293.588043,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,294.145599,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,297.769623,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,302.200134,104817400
2020-05-28,304.649994,306.839996,302.239990,302.970001,301.642609,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,302.986694,119265700
2020-06-01,303.619995,306.209991,303.059998,305.549988,304.211273,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,306.730194,74267200
2020-06-03,310.239990,313.220001,309.940002,312.179993,310.812225,92567600
2020-06-04,311.109985,313.000000,309.079987,311.359985,309.995819,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,317.940887,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,321.783966,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,319.384521,77479200
2020-06-10,321.420013,322.390015,318.220001,319.000000,317.602356,95000800
2020-06-11,311.459991,312.149994,300.010010,300.609985,299.292938,209243600
2020-06-12,308.239990,309.079987,298.600006,304.209991,302.877167,194529100
2020-06-15,298.019989,308.279999,296.739990,307.049988,305.704712,135782700
2020-06-16,315.480011,315.640015,307.670013,312.959991,311.588806,137627500
2020-06-17,314.070007,314.390015,310.859985,311.660004,310.294525,82954600
2020-06-18,310.010010,312.299988,309.510010,311.779999,310.414001,80828700
2020-06-19,314.170013,314.380005,306.529999,308.640015,308.640015,135549600
2020-06-22,307.989990,311.049988,306.750000,310.619995,310.619995,74649400
2020-06-23,313.489990,314.500000,311.609985,312.049988,312.049988,68471200
2020-06-24,309.839996,310.510010,302.100006,304.089996,304.089996,132813500
2020-06-25,303.470001,307.640015,301.279999,307.350006,307.350006,89468000
2020-06-26,306.160004,306.390015,299.420013,300.049988,300.049988,127961000
2020-06-29,301.410004,304.609985,298.929993,304.459991,304.459991,79773300
2020-06-30,303.989990,310.200012,303.820007,308.359985,308.359985,113394800
2020-07-01,309.570007,311.890015,309.070007,310.519989,310.519989,72396500
2020-07-02,314.239990,315.700012,311.510010,312.230011,312.230011,69195600